页码,微博id,发布者,发布时间,发布者id,发布内容
52,4.17E+15,心若如善,2017/10/30 16:38,,京沪铁路没有经过下列哪一所名胜所在省份？A.景德镇古窑民俗博览区B.蓬莱阁风景区C.承德避暑山庄D.黄山风景区我选E.我放弃……放弃……弃 襄阳·人民广场 
52,4.17E+15,C-G-Jonh,2017/10/27 23:41,,#书法.篆刻#景德镇·古窑民俗博览村#生活如诗# 記憶昰相見的一種方式！！#设计师##室内设计师# 人生的路，总有几道沟坎；生活的味，总有几分苦涩。#文青书写# 閒時練練書法，靜心養性！！  景德镇·景德镇学院 
52,4.17E+15,C-G-Jonh,2017/10/27 17:15,,#室内设计师##手绘设计图纸#景德镇·古窑民俗博览村#设计师# 為了不輸給別人爾努力！！ 景德镇·景德镇陶瓷学院湘湖校区 
52,4.17E+15,东西南北EWSN,2017/10/23 18:04,,东西南北----上海水墨旗袍秀；杭州一家150年老店仍使用钢丝收银；景德镇古窑民俗博览区进行清代镇窑复烧点火仪式；云南发现一蓝色蘑菇新种；青海世界最大转经轮中华福运轮 
52,4.17E+15,浮梁发布,2017/10/22 12:27,,#2017瓷博会##聚焦瓷都# “薪火相传”——景德镇清代镇窑再次复烧点火。19日，在“世界瓷都”江西省景德镇古窑民俗博览区，中外传统陶艺大师手持象征“薪火相传”的火把，为世界遗存唯一一座的传统大型蛋型柴窑——清代镇窑再次复烧点火。@景德镇发布 网页链接 
52,4.17E+15,古窑印象,2017/10/21 19:34,,景德镇千年古窑复烧亲历祭窑神仪式-随笔自昌南古镇得名号“景德”而今古窑传承千年一年又一年一世纪又一世纪柴烧窑火的烈焰依然炽热匠工营造的梦想昔日御造龙缸的执着以及，那一夜将匠工熔炼成窑神的壮烈早已衍化为护佑一方营生的永在成为众匠精神的依托鼓舞匠人坚守营造的理想千年不 ...全文
52,4.17E+15,浮梁发布,2017/10/21 18:20,,#聚焦瓷都# 10月19日，作为瓷博会重要配套活动之一的纪念督陶官唐英诞辰335周年“督陶官唐英铜像设计”专家研讨会和景德镇清代镇窑复烧点火仪式在古窑民俗博览区举行。据了解，此次复烧的景德镇清代镇窑始建于清朝乾隆初年，窑场占地约800平方米，窑炉长18米，体积近300立方米，是全世界遗存的唯一一座 ...全文
53,4.16E+15,悠游3504,2017/10/6 11:29,,江西半日游……景德镇古窑博物馆，瑜舍买完茶杯就回家 
53,4.16E+15,杨小漫围脖,2017/10/6 8:29,,景德镇之旅第二天～古窑民俗博览区。景德镇素有&quot;瓷都&quot;之称，瓷器其实是“火的艺术”，这里千年窑火不断，其瓷器以&quot;白如玉，明如镜，薄如纸，声如磬&quot;的独特风格蜚声海内外。制作一件精美的瓷器要经过取土、洗料、练泥、做坯、印坯、镟坯、画坯、施釉、修模这几个环节。水晶体验了一下画坯，就已深感一件 ...全文
53,4.16E+15,快快慢跑的张椿媚,2017/10/5 22:31,,没有高铁，只好坐绿皮火车，近5小时后1点到达景德镇。吃了一碗粉，就立即前往古窑。景区好大！买到自己喜欢的景德镇瓷器，为续旧情，专门买了一个茶罐。晚餐吃到当地特色小吃。 景德镇 
53,4.16E+15,一诺千金76,2017/10/5 14:22,,景德镇古窑遗址。 
53,4.16E+15,陈子子不爱吃肥肉,2017/10/4 22:29,,景德镇---古窑  中华五千年历史在陶瓷上演绎的淋漓尽致，做工精致拟真#废柴的日常# 景德镇 
53,4.16E+15,今天小李童鞋瘦了嘛,2017/10/4 18:34,,#景德镇# 遇见古窑厂喜欢这段瓷乐器的表演喜欢瓷编钟和瓷鼓 
53,4.16E+15,瑞妍联创陈涵老师,2017/10/4 15:14,,南风古灶，是在佛山石湾，同景德镇古窑相比之下，南风古灶盛产的“石湾公仔”相比景德镇多了一份细致，而景德镇的出品又相比之多了一份大气，高雅。这好比岭南园林与江南园林，小家碧玉与大家闺秀😊 佛山·石湾镇街区 
53,4.16E+15,景德镇发布,2017/10/4 7:28,,#聚焦瓷都# 【国庆节在景德镇，最受欢迎的景点是这些】今天就是中秋节了，愿大家都能吃上一顿团圆饭。昨天，我们看了看朋友圈 ，才知道国庆节景德镇最受欢迎的景点是这些。西河沙滩，陶瓷大市场，古窑…↓↓↓ 
54,4.16E+15,景德镇在线新闻网,2017/10/8 9:38,,#聚焦瓷都# #秀美江西# 南京游客：“这是一次穿越时空的见证，葫芦窑窑内出来的精美陶瓷每件我都想去抚摸下，就像抚摸陶瓷历史一样，真的很喜欢古窑！”。@景德镇古窑 国庆节当天，明代葫芦窑点火，经过了烧炼、冷却后，今天开窑亮宝。从刚刚窑内出来的陶瓷看，烧得非常成功。窑内的青花瓷，青花发色青 ...全文
54,4.16E+15,老衲法号教授,2017/10/6 23:56,,#兽·行迹# 在景德镇逛「窑子」景德镇，古窑民俗博览区。带着景德镇人逛了一天瓷都。此窑子非彼窑子，乃烧制瓷器的古窑。从北宋的青白瓷，到元代的青花瓷和釉里红，再到明清的各色斑斓的彩釉。历朝历代留存下来的古窑，薪火相传至今，仍能燃起熊焰，烧制出精美的瓷器，引得国内外络绎不绝的来访。观 ...全文
55,4.16E+15,江西风景独好,2017/10/3 13:58,,#江西旅讯#  今天上午的景德镇古窑民俗博览区，管理有序，游客服务中心接待忙碌中。 
55,4.16E+15,伊龙餐饮,2017/10/3 8:59,,"千年古镇,世界瓷都，一个有历史、有文化、有故事、有未来的城市，一个全球艺术家创业的乐土、艺术的天堂和文化的高地。网页链接景德镇发布  @景德镇古窑 景德镇·昌江广场 "
55,4.16E+15,MoosieDia,2017/10/2 13:36,,“景德镇古窑制胚，老人家手法灵活，最终成品用沾水的手指沿着碗沿一抹一阵清音。#景德镇古窑##陶艺##景德镇#爱摄影的南歌子的秒拍视频（使用#秒拍#录制） 
55,4.16E+15,德玛西亚宇宙无敌,2017/9/28 16:25,,景德镇古窑民俗博览区，位于江西省景德镇市瓷都大道古窑路1号，是全国一家以陶瓷文化为主题的旅游景区、国家AAAAA旅游景区，国家文化产业示范基地，全国科普教育基地，非物质文化遗产生产性保护示范基地。历代古窑展示区有古代制瓷作坊、世界上古老制瓷生产作业线、清代镇窑、明代葫芦窑、元代馒头窑 ...全文
56,4.16E+15,陈斯毅环游世界,2017/9/28 14:56,,景德镇古窑里，听瓷器的乐符，环游中国第727城#景德镇##景德镇古窑# @景德镇古窑 @古窑印象 #景德镇·景德镇古窑[地点]# 陈斯毅环游世界的微博视频 
56,4.16E+15,景德镇古窑,2017/9/27 17:38,,江西版“旅游天下”主题歌曲MV在景德镇古窑民俗博览区取景拍摄 
56,4.16E+15,景德镇古窑,2017/9/27 13:15,,江西新闻联播在景德镇古窑民俗博览区紫禁书院取景 
56,4.16E+15,陈斯毅环游世界,2017/9/27 1:40,,环游中国第727城，景德镇古窑遗址#景德镇##景德镇约拍##带着微博去景德镇# 穿越千年，听古瓷的余音 景德镇·陶院 陈斯毅环游世界的微博视频 
56,4.16E+15,蟲草無語,2017/9/23 13:20,,庐山、都昌、瑶里、景德镇古窑拜拜啦 
56,4.15E+15,伊龙餐饮,2017/9/21 11:14,,👏👏👏👏9月21日8:58分，伊龙赣菜故事城北店开业！🔥🔥🔥庆开业！惊喜不断！优惠不停🎉🎉🎉@景德镇古窑 景德镇·人民广场 
57,4.15E+15,景德镇在线新闻网,2017/9/16 16:30,,2017年古窑·伊龙9.17“辉煌大典”晚会将于O9月17日晚9点在市群众文化活动中心隆重举行 ！伊龙前厅部大型诗歌朗诵《改革创新 砥砺前行》、情景舞蹈《舞动青春，托出梦想》纷纷精彩亮相彩排现场.....@景德镇古窑 @伊龙餐饮 
57,4.15E+15,伊龙餐饮,2017/9/16 16:10,,伊龙赣菜故事《精致菜品 精心打造》、《小宝贝》彩排中......@景德镇古窑 
57,4.15E+15,伊龙餐饮,2017/9/16 9:02,,2017年古窑·伊龙9.17“辉煌大典”晚会继续彩排中，伊龙出品部男子大型群舞《团结就是力量》登场@景德镇古窑 景德镇·金鼎广场 
57,4.15E+15,北舞长空,2017/9/15 18:54,,景德镇古窑是个好地方，他保持了一千多年传统烧窑的工艺，匠心独韵，是个难得的清静之地！ 
57,4.15E+15,C_点儿,2017/9/15 14:19,,『礼·物』💕酝酿好久做了这个搭配，景德镇青花描金古窑老瓷茶器配竹编提箱！心水～ 
57,4.15E+15,伊龙餐饮,2017/9/15 11:12,,2017年古窑·伊龙9.17“辉煌大典”晚会彩排紧张有序进行，伊龙财务部《让青春理个短头发》登场@景德镇古窑 景德镇·珠山中路 
57,4.15E+15,景德镇在线新闻网,2017/9/14 14:52,,#聚焦瓷都# #秀美江西#  古窑：江南美艳之地 ‖ 北看故宫，南访古窑。”古窑有着一种水墨画般幽静之感，带着一股浓浓的江南清新而怡然的韵味，伫立在瓷的梦幻之都——景德镇。@景德镇古窑 
57,4.15E+15,米果果migooo,2017/9/14 11:22,,#带着米果去旅行# 发布了头条文章：《走进景德镇古窑.认识制瓷千年技艺.》 走进景德镇古窑.认识制瓷千年技艺. 
58,4.15E+15,景德镇日报社,2017/9/3 9:59,,#聚焦瓷都# 【 景德镇旅游丨古窑的秋天】春有花开，夏有雨，秋有枫叶，冬有雪❄，时间变换四季更迭，景色也随之不同。坐标：景德镇。时间：秋天。景德镇古窑民俗博览区的枫叶美醉了。欢迎大家来赏。 
58,4.15E+15,路边一喵喵,2017/9/2 22:57,,由司墟今天在学校的奇遇想到一件事，今年清明假期的时候和室友两个人去景德镇玩，在景德镇的古窑景区碰上了一档节目的录制当时还觉得这个主持人好眼熟，就是想不起来，今天才发现是我小时候一直看的走近科学的主持人哪天我也可以这样遇见迪丽热巴就好了 ...全文
58,4.15E+15,景德镇在线新闻网,2017/8/30 9:47,,#聚焦瓷都# 【景德镇旅游丨去古窑必做的九件事】景德镇古窑民俗博览区是目前全国唯一一家以陶瓷文化为主题的5A级景区，步入此地9事必做：听古镇典故、品水榭瓷乐、看瓷业古建、赏历代陶瓷、识历代名窑、观老艺人制瓷、感受玩泥之趣、亲鉴开窑出瓷、拜回瓷祖师庙。#美丽江西秀天下##最美江西# 
58,4.15E+15,小雨i小兔,2017/8/29 21:32,,景德镇古窑民俗博览区—元代馒头窑，走到这里差不多是中午吃饭的时间，听它的名字时我饿了一下，想象着馒头窑里蒸馒头的美好场景 
58,4.15E+15,小雨i小兔,2017/8/29 21:27,,景德镇古窑民俗博览区—明清御窑区，2013年开始系列复建、复烧明清御用瓷窑：青窑、龙缸窑、风火窑、色窑、爁熿窑、匣窑，据说烧出来的瓷器品质不错，复烧挺成功。 
58,4.15E+15,小雨i小兔,2017/8/29 21:23,,景德镇古窑民俗博览区—明代葫芦窑，真的看着好像一个葫芦，这个窑也复烧过，入窑一色出窑万彩。 
58,4.15E+15,小雨i小兔,2017/8/29 21:20,,景德镇古窑民俗博览区—清代狮子窑，2016年复烧过。 
58,4.14E+15,古窑印象,2017/8/25 0:20,,🎉🎉回顾九年来的古窑奋斗历史：『江西日报』专版报道: 为建设富裕美丽幸福江西－景德镇样本——古窑奋斗！     [玫瑰]九年前，古窑游客稀少，几位老师傅为游客表演性的演绎手工制瓷的技艺，景区内只有一座停烧的镇窑一一2012年，原江西省副省长朱虹在旅游工作会议上称赞:&quot;古窑是江西旅游界的一 ...全文
59,4.14E+15,古窑印象,2017/8/23 21:53,,北看故宫、南访古窑🔥景德镇古窑民俗博览区，全国唯一一家以陶瓷文化为主题的国家5A级景区。到访古窑，领略“世界瓷都”之神、探索“千年窑火”之谜、体验“陶瓷文化”之旅、感受“天籁瓷乐”之韵、品味“千年瓷宴”之美、享购“精美陶瓷”之乐。 
59,4.14E+15,景德镇日报社,2017/8/23 16:44,,#聚焦瓷都#  #美丽江西秀天下# #最美江西#  【不得了！这个夏天，景德镇要给所有人点“颜色”看看！】景德镇？是那个瓷器满街的地方吗？景德镇人：哦......那个有古窑、古县衙等等古色古香的地方？景德镇人：哦......那个......还有什么来着大瓷都表示我真的很委屈我有那么多有趣的灵魂你却只对瓷器迷 ...全文
59,4.14E+15,玲儿响叮当5,2017/8/21 16:59,,【景德镇 古窑】参观古窑陶瓷制作工坊，了解陶瓷制作过程及工艺，观看陶艺师傅熟练的制作手法～手艺真的好强啊～ 玲儿响叮当5的秒拍视频 
59,4.14E+15,江西风景独好,2017/8/20 22:34,,#江西旅行# 【我在景德镇等你】以著名音乐制作人何沐阳作词作曲、民歌天后徐千雅演唱的《我在景德镇等你》红遍大江南北，在聆听歌声中享受陶瓷文化的快乐！ 2017年4月20日，“文传榜·2016”中国文化网络传播系列征集成果发布活动在天津举行。由江西省委网信办选送的景德镇古窑民俗博览区作品《我在景 ...全文
59,4.14E+15,瓷都晚报,2017/8/20 17:20,,#美丽江西秀天下# 【匠心制作】江西景德镇古窑民俗博览馆里的制陶匠人们，他们用自己精湛的手工技术向游客展示从印泥、拉坯、印坯、利坯、晒坯、刻花、施釉、烧窑、彩绘一连贯的过程，只是这些能工巧匠当中，多数人年纪偏大，甚至还有八十高龄的老人，看他们神情专注，一丝不苟地忙活着，心里却隐隐有 ...全文
59,4.14E+15,景德镇发布,2017/8/19 17:56,,#美丽江西秀天下##最美江西# 【古窑讲堂—阎崇年：大故宫《御窑千年》序 （二）御窑之思】为更好地打造世界知名、国内一流、陶瓷文化知识经典旅游景区，景德镇古窑精心策划、特邀国内相关行业顶级专家，为您打开文化知识宝库！传承中华文明，立足千年瓷都景德镇，向世界讲述中国陶瓷文化的神奇与魅力。 ...全文
60,4.14E+15,景德镇发布,2017/8/19 8:02,,#美丽江西秀天下##最美江西# 【超好听！瓷曲恋歌《我在古窑遇见你》来啦！】@徐千雅kiya 推出单曲《我在古窑遇见你》。在景德镇特色的瓷乐基础上，加入了古筝、吉他等弦乐的编配，温暖舒缓的声线以及细腻的情感表达，把听者带入歌曲的唯美意境之中。感受下→秒拍视频 
60,4.14E+15,飞鱼的天空彩虹的云和风,2017/8/17 17:50,,中国青年网武汉8月11日电（通讯员 罗文静 朱珠）为了增强对陶艺非遗文化产业的了解，提高对传承非遗传统文化的认识，7月13日，中南财经政法大学暑期社会实践队—年轻人的黑土地来到景德镇古窑民俗博览区，参观陶艺制作坊，欣赏陶瓷作品，观看陶瓷制作的过程，并与陶艺匠人进行了关于非遗文化遗 今日头 ...全文
60,4.14E+15,景德镇日报社,2017/8/15 16:55,,#景德镇身边事# 【冯小刚造访瓷都 】近日，著名导演冯小刚一行来到千年瓷都景德镇，探访了陶溪川、古窑民俗博览区、三宝瓷谷、浮梁古县衙、瑶里古镇等地，优美的瓷乐演奏、山清水秀的古村落、极具特色的陶瓷文化给他留下了深刻的印象。 
60,4.14E+15,澳门驻京办,2017/8/15 16:40,,【澳门教师走进景德镇，零距离感受中国陶瓷】8月12日，澳门美术教师交流协会一行来到以陶瓷文化为主题的5A级景区景德镇古窑民俗博览区，零距离感受中国陶瓷文化的博大精深。在讲解员的带领下，大家亲眼见证了老艺人精湛的制瓷技艺；领略了景德镇历代瓷窑的风采；更见识了由瓷鼓、瓷笛、瓷二胡等乐器演 ...全文
60,4.14E+15,不在图书馆-就在去图书馆的路上,2017/8/13 19:23,,景德镇古窑遗址，遇见古老的时光 景德镇·人民广场 
60,4.14E+15,景德镇古窑,2017/8/13 18:48,,这边有热闹看中国符号摄制组在景德镇古窑取景，窑窑已经迫不及待想看成片了 
60,4.14E+15,行者阿凝,2017/8/11 13:45,,#带着微博去旅行# 景德镇古窑民俗博览区主要分两个部分 一个是我最爱的徽派建筑 一个是感受下手工制瓷。徽派建筑每次都让我心动不已，这次我们去的早所以没有人 赵妈放养我我一个人小心翼翼进那个二楼有窗户的屋子 看到一个躺在摇椅上老大爷 问老大爷我可以上二楼嘛 大爷上面很脏可以上 于 ...全文
60,4.14E+15,Kimi爸比-杨老师,2017/8/6 7:25,,早 🏞。瓷都·景德镇。 @景德镇旅游 @景德镇古窑 景德镇 
60,4.14E+15,幕幕1408,2017/8/4 9:51,,"四天的景德镇之旅结束,感谢洪老师好吃好住好招待(咕噜噜,肚子又在闹腾)这座历史文化名城却不是想象中的那般诗情画意与浪漫潇洒...细细想来,也是~景德镇本就是一座千年古窑,工匠们在热火朝天的油泥、木炭中挥汗如雨,为世人留下一幅幅精美的艺术杰作,这才是它的真实面孔 景德镇 "
61,4.14E+15,CCTV深度财经,2017/8/2 23:51,,#中国财经报道#顺着青阶而上，幽然静美跃入眼帘《中国财经报道》小组探访景德镇，眼下正来到一片古窑旧址，想了解更多瓷都的秘密么？请继续关注《中国财经报道》哦~ 秒拍视频 
61,4.14E+15,Luga珈,2017/8/2 9:34,,#景德镇·古窑#千座陶舍万种陶器纷繁精致琳琅满目不禁慨叹那千年窑火果真生生不息这陶瓷工艺也因而源远流长。 秒拍视频 
61,4.14E+15,景德镇古窑,2017/8/1 21:20,,8月1日，在国家5A级景区景德镇古窑民俗博览区内，国内首个以陶瓷文化为主题的“第三卫生间”正式启用，为游客提供更贴心更人性化的服务。 
61,4.14E+15,天王烀地瓜,2017/8/1 19:14,,国内首个陶瓷文化主题“第三卫生间”建成启用 - 8月1日，在国家5A级景区景德镇古窑民俗博览区内，国内首个以陶瓷文化为主题的“第三卫生间”正式启用，为游客提供更贴心更人性化的服务。第三卫生间也被称家庭卫生间，为不同性别的家庭成员或...... （分享自 @中国新闻网） 国内首个陶瓷文化主题“第三卫生间”建成启用 
61,4.14E+15,古窑印象,2017/8/1 17:11,,我的八一！国内首个陶瓷文化主题“第三卫生间”建成启用2017-08-01 千年瓷都神奇古窑 景德镇古窑民俗博览区 
61,4.14E+15,景德镇古窑,2017/7/31 22:03,,8月1日，景德镇古窑民俗博览区在男厕和女厕之外，开设了景德镇市首座“第三卫生间”。 
62,4.13E+15,彩梦美育,2017/7/25 16:26,,彩梦2017【景德镇游学】——Day3探索古窑72道工序 晚间茶艺课堂，孩子们真是多才多艺。 秒拍视频 
62,4.13E+15,景德镇古窑,2017/7/25 16:07,,故事的主人公就是这样一群有为青年虽然七月的景德镇骄阳似火却挡不住UCN小伙伴们拍摄的激情2017景德镇陶瓷博览会宣传片拍摄花絮我的古窑freestyle你有么 
62,4.13E+15,景德镇在线新闻网,2017/7/24 23:05,,#景德镇大小事#【景德镇古窑民俗博览区明清御用龙缸窑开窑】7月22日上午，景德镇古窑民俗博览区明清御用龙缸窑开窑，窑工师傅和开窑嘉宾手持太平钩将封窑的红砖敲破，同时将窑口内的匣钵搬出，在数个大型匣钵被放置在窑外的平地后，一件精美的龙缸呈现在游客的面前，引得大家争相拍照留念。 
62,4.13E+15,汉子般的留仙,2017/7/24 15:58,,#景德镇约拍##客片# @景德镇发布 @景德镇古窑 【预告】求文案云门书院：这是一对神仙眷侣般的夫妇，云门书院的主人，羡慕他们每日采药，抚琴，讲学，写字，作画的日子！ 
62,4.13E+15,景德镇古窑,2017/7/23 15:35,,7月22日上午，景德镇古窑民俗博览区明清御用龙缸窑开窑，游客不顾酷暑争相前往 @伊龙餐饮 @景德镇新闻在线 @景德镇发布 
62,4.13E+15,宝珑陶艺工作室,2017/7/22 17:40,,42度逛景德镇古窑窑炉里算是避暑不过还是很开心的有珂珂陪着还体验了传统手工辘轳拉坯（虽然没成功）传统工艺真实牛逼、几十年 ...全文
62,4.13E+15,景德镇古窑,2017/7/22 8:24,,【UCN 舞】凌晨四点半起床，五点进入拍摄场地，一组镜头足足拍摄四个小时，七月的景德镇骄阳似火，也挡不住UCN小伙伴们拍摄的激情|2017景德镇陶瓷博览会宣传片拍摄中（场景：景德镇古窑） 
62,4.13E+15,山中大侠008_783_uq8,2017/7/16 8:16,,发表了博文《景德镇古窑民俗博览区——四月婺源行之八》下午就来到了国家5A级旅游景点——景德镇古窑民俗博览区。一图胜万言，基本上不用写什么介绍了。景德镇古窑民俗博览区——四月婺源行之八 
62,4.13E+15,汉子般的留仙,2017/7/15 23:26,,#景德镇约拍##客片# @景德镇发布 @景德镇古窑 预告还有发4张的？ 
63,4.13E+15,天台刘正杰,2017/7/11 23:31,,随友人来到景德镇，入住酒店夜就有一面巨大的春宫瓷板画，晚在古窑遗址闲走，此地原来呆过很长时间，那时候诗逸女士在此主持。几年下来，已经很多变化，如今看到的柴火垒成的房子倍感伤感，这个地方我还没有好好游玩。听友人每晚聊天，在我眼里没有什么了不起的瓷器，确是万分艰辛才生产出来。在景德镇 ...全文
63,4.13E+15,皖南三叔,2017/7/10 21:25,,#一路小跑# 宏村，那就是徽派民居中的老大！同属徽文化旅游圈中的婺源，就要次很多了。婺源要分季节，除“篁岭”之外，常规旅游大巴所前往的景区，个人觉着食如鸡肋！不过一路皖南转过去，这个季节的景德镇还是不错的！古窑博物馆和瑶里古镇是不可错过的！@青岛交通广播FM897  @青岛仙翁  @韩载修   ...全文
63,4.13E+15,双愚雪,2017/7/9 21:26,,景德镇，古窑民俗景区。有各种形式的窑炉可以参观。有老师傅演示整个制陶过程，可能是中午游客不多，只有跟着导游走才能看到。 
63,4.13E+15,江西风景独好,2017/7/4 22:42,,央视阿拉伯语国际频道走进景德镇古窑，主持人也小试牛刀来了段直播表演，浏览量达到202万人次。一起来看看吧···瓷乐表演《小星星》 @景德镇古窑 
63,4.13E+15,友善的狗狗,2017/7/4 11:35,,6月底景德镇考察，去了古窑参观，瓷器手工制作的72道工艺令人观止，每个匠人穷其一生于一道工序，精神可嘉！图7的拉坯的师傅一天可以拉300个陶碗。 景德镇·古窑民俗博览村 
63,4.13E+15,华水机械暑期社会实践团,2017/7/2 14:38,,#机械社会实践快讯# 由于暴雨原因，实践队滞留景德镇，但实践的脚步不会就此停下，探访古窑，我们在行动！@文明华水  @华水苇渡  @青春三下乡 
63,4.12E+15,楚博妈,2017/7/2 6:47,,#带着微博去旅行##带着微博去景德镇##放暑假了# 参观古窑 景德镇·广场北路 
63,4.12E+15,楚博妈,2017/7/2 6:32,,#带着微博去旅行##带着微博去景德镇##放暑假了# 古窑，手工拉胚 景德镇·广场北路 秒拍视频 
63,4.12E+15,景德镇古窑,2017/6/27 22:36,,每一个镜头，都仿佛是一双好奇的眼睛，会去看看景德镇的各处陶瓷和古窑复烧出的精美瓷器，欣赏瓷韵古迹......景德镇，这座现代与历史交融的城市，而古窑俨然成为一座“活的陶瓷博物馆”，它隐藏的魅力都在这座城市上演！ @江西风景独好  @景德镇旅游  @景德镇在线新闻网  @伊龙餐饮 
63,4.12E+15,携程门票,2017/6/26 17:03,,低至6.8折！追寻景德镇古窑民俗博览区，探秘古代陶瓷生产基地！古窑民俗博览区 
64,4.12E+15,景德镇古窑,2017/6/22 22:34,,古窑探访 ，窑神童宾:一天走过一千年。同学们参观景德镇古窑，千百年来，景德镇以瓷立镇，城围瓷砖，这安身立命的专注，让一座城与一项艺术在传奇中发酵，景德镇瓷器的工艺流程——拉坯、印坯、利坯、挖足、施釉、画坯一一展现。青花瓷、青花玲珑瓷、粉彩瓷，一件件精美瓷器由窑火淬炼而成，白如玉、明 ...全文
64,4.12E+15,景德镇古窑,2017/6/20 23:44,,中国旅游报、江西卫视纷纷报道景德镇古窑民俗博览区旅游志愿服务基地入选中国旅游志愿服务“示范基地”荣誉称号。 
64,4.12E+15,景德镇古窑,2017/6/20 23:28,,近日，全国“四个一批”旅游志愿服务先锋榜单出炉，江西旅游业因文明旅游工作突出，在先锋人物、先锋组织、先锋项目、示范基地四个方面分别榜上有名。景德镇古窑民俗博览区旅游志愿服务基地在市旅发委的指导和推荐下，成为景德镇市唯一一家入选景区，荣获中国旅游志愿服务“示范基地”的荣誉称号。  ...全文
64,4.12E+15,浅酌_13992,2017/6/18 13:33,,“唐窑”，这是后人对唐英任督陶官时期的景德镇官窑的称谓，也是至高无上的荣耀。景德镇“古窑”遗址现存唐英一副看似平常实则寓意深刻的楹联：“未曾随俗唯求己，除却读书都让人”。 
64,4.12E+15,伊龙餐饮,2017/6/17 22:59,,6月15日上午，故宫讲坛走进景德镇讲座第四期——由故宫博物院常务副院长、研究员王亚民主讲的《故宫文化融入当代生活——以故宫博物院文创为例》在景德镇市群众活动中心圆形会议厅举行。 @景德镇古窑 
64,4.12E+15,景德镇古窑,2017/6/16 23:10,,邓建永致《探索发现》栏目同仁的道别辞:🙏感谢邓老师2011年巜探索发现》90分钟专题片“复活的葫芦窑”🔥🔥🔥《景德镇古窑》季刊第四期，与您分享“探索发现”神奇古窑的背后故事[调皮]万分期待🎉🎉🎉@手机QQ浏览器 网页链接 @景德镇旅游  @景德镇在线新闻网 
64,4.12E+15,景德镇古窑,2017/6/11 20:02,,6 月 10 日是中国首个“文化和自然遗产日”，在众多专家学者及各地游客的注视下，景德镇古窑民俗博览区再出创举，一举首次复挛并复烧了清代红店... 网页链接 @江西风景独好  @景德镇旅游  @景德镇在线新闻网 
64,4.12E+15,景德镇古窑,2017/6/9 22:18,,《御窑千年》新书首发暨签售会时间：6月10日9：30点 地点：景德镇古窑民俗博览区《百家讲坛》主讲人阎崇年先生新作，三联书店诚意出品，这是一部历史学家撰写的瓷器文化史，立足千年的中西历史，品味官窑瓷器的大成之作，透视器物，看御窑兴衰，看朝代兴替。China是瓷器，也是中国！本书资料丰 ...全文
64,4.12E+15,风吹来的沙vivian,2017/6/8 22:23,,来姐姐家玩，顺便逛逛姐家的对面景德镇古窑，这里风景真不错！空气也特别好！ 
64,4.12E+15,景德镇古窑,2017/6/7 21:11,,#“唐英纪念馆陈列”专家研讨会#唐英是清代最著名的御窑督陶官，景德镇古窑民俗博览区将开办“唐英纪念馆”。在景德镇古窑民俗博览区开办的唐英纪念馆内，通过多种形式的陈列展览，纪念缅怀中国陶瓷杰出的历史人物唐英，博览唐英督陶的辉煌成就，感知唐英督陶的人文情怀，学习唐英丰富的文化知识，弘 ...全文
65,4.12E+15,江西风景独好,2017/6/4 20:59,,【意大利旅行商来赣考察踩线3】意大利旅行商今天来到瓷都——景德镇，参观了陶瓷创意园陶溪川，在古窑观看了制瓷过程并欣赏了瓷乐表演，感叹中国陶瓷文化的博大精深与陶瓷技艺的精湛纯熟！ 
65,4.11E+15,美丽的大脚1,2017/6/4 17:08,,景德镇古窑《航拍中国·江西》 
65,4.11E+15,汉子般的留仙,2017/6/2 11:05,,#客片##景德镇约拍# @景德镇发布 @景德镇古窑 @瑶里景区 小院闲窗春已深，重帘未卷影沉沉。倚楼无语理瑶琴，远岫出山催薄暮。细风吹雨弄轻阴，梨花欲谢恐难禁。出镜：施佳地点：景德镇云门书院 景德镇·昌江区 
65,4.11E+15,江西风景独好,2017/5/23 22:41,,#江西旅讯# 千年瓷都·神奇古窑！中央电视台综合频道《天工开物》节目组在景德镇市取景拍摄的《天工开物——陶埏篇》将于5月28、29、30日晚上22:30在CCTV-1套播出 ，其中部分取景地在古窑。从容的期待，让我们共同弘扬传统陶瓷文化！@景德镇古窑 
65,4.11E+15,景德镇古窑,2017/5/22 23:49,,端午小假期到景德镇，零距离感受神奇古窑！  @江西风景独好  @景德镇旅游  @景德镇在线新闻网 
65,4.11E+15,景德镇古窑,2017/5/22 23:44,,老徐随拍：景德镇古窑@手机QQ浏览器 网页链接 @江西风景独好  @景德镇旅游  @景德镇在线新闻网 
66,4.11E+15,念小鹿,2017/5/20 21:09,,#遇见另一种生活#DAY12。明天要去考六级的口语了，紧张@刺猬体验 @魏文强 今天来一波，景德镇的古窑中的窑子 景德镇 
66,4.11E+15,汉子般的留仙,2017/5/18 19:22,,#景德镇约拍# @景德镇发布 @景德镇古窑 #客片#红尘冷暖，岁月清浅。仓促间，遗落了一地。摄影➕后期：@留仙古风摄影 出境：㊙️妆娘：@欣茹_ 
67,4.1E+15,伊龙餐饮,2017/4/29 18:16,,喜欢你的味道 | 五一小长假，今天就开始了我和我的小伙伴们只能在工作中渡过啦有多少朋友和我们一样举个爪谁让我们选择了餐饮呢？忙完这个节假日我一定会补上我的假期滴@景德镇古窑 @江南都市报 @景德镇发布 喜欢你的味道 
